0,0,0,0,0.0906
0,0,0,0.0019569,0.0906
0,0,0,0.0058708,0.0906
0,0,0,0.013699,0.0906
0,0,0,0.029354,0.0906
0,0,0,0.060665,0.0906
0,0,0,0.12329,0.0906
0,0,0,0.24853,0.0906
0,0,0,0.49902,0.0906
0,0,0,1,0.0906
0,0,0.007874,0,0.0824
0,0,0.007874,0.0019569,0.0824
0,0,0.007874,0.0058708,0.0824
0,0,0.007874,0.013699,0.0824
0,0,0.007874,0.029354,0.0824
0,0,0.007874,0.060665,0.0824
0,0,0.007874,0.12329,0.0824
0,0,0.007874,0.24853,0.0824
0,0,0.007874,0.49902,0.0824
0,0,0.007874,1,0.0824
0,0,0.023622,0,0.0787
0,0,0.023622,0.0019569,0.0775
0,0,0.023622,0.0058708,0.0773
0,0,0.023622,0.013699,0.0773
0,0,0.023622,0.029354,0.0773
0,0,0.023622,0.060665,0.0773
0,0,0.023622,0.12329,0.0773
0,0,0.023622,0.24853,0.0773
0,0,0.023622,0.49902,0.0773
0,0,0.023622,1,0.0773
0,0,0.055118,0,0.079032
0,0,0.055118,0.0019569,0.076411
0,0,0.055118,0.0058708,0.075907
0,0,0.055118,0.013699,0.075907
0,0,0.055118,0.029354,0.075907
0,0,0.055118,0.060665,0.075907
0,0,0.055118,0.12329,0.075907
0,0,0.055118,0.24853,0.075907
0,0,0.055118,0.49902,0.075907
0,0,0.055118,1,0.075907
0,0,0.11811,0,0.077117
0,0,0.11811,0.0019569,0.07379
0,0,0.11811,0.0058708,0.072379
0,0,0.11811,0.013699,0.072177
0,0,0.11811,0.029354,0.072177
0,0,0.11811,0.060665,0.072177
0,0,0.11811,0.12329,0.072177
0,0,0.11811,0.24853,0.072177
0,0,0.11811,0.49902,0.072177
0,0,0.11811,1,0.072177
0,0,0.24409,0,0.080417
0,0,0.24409,0.0019569,0.076979
0,0,0.24409,0.0058708,0.072813
0,0,0.24409,0.013699,0.071146
0,0,0.24409,0.029354,0.069896
0,0,0.24409,0.060665,0.069896
0,0,0.24409,0.12329,0.069896
0,0,0.24409,0.24853,0.069896
0,0,0.24409,0.49902,0.069896
0,0,0.24409,1,0.069896
0,0,0.49606,0,0.086049
0,0,0.49606,0.0019569,0.081027
0,0,0.49606,0.0058708,0.078125
0,0,0.49606,0.013699,0.073772
